"","ano","uf","partido","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"13872","2015","PR","PDT",20,1081,30,7865950,38500,3461.51,"5"
"14121","2015","PR","PL",34,1081,30,7865950,38500,2366,"11"
"14047","2015","PR","PODEMOS",9,1081,30,7865950,38500,44006.7,"9"
"13952","2015","PR","PP",38,1081,30,7865950,38500,168034.7,"2"
"14115","2015","PR","PROS",11,1081,30,7865950,38500,3813.1,"9"
"13973","2015","PR","PSB",34,1081,30,7865950,38500,1356.3,"9"
"13017","2015","PR","PSC",13,1081,30,7865950,38500,68665.7,"1"
"13843","2015","PR","PSD",36,1081,30,7865950,38500,1220,"3"
"13820","2015","PR","PSDB",54,1081,30,7865950,38500,71057.99,"5"
"13770","2015","PR","PSL",1,1081,30,7865950,38500,1864.56,"2"
"12992","2015","PR","PT",68,1081,30,7865950,38500,36000,"1"
"13962","2015","PR","PTB",25,1081,30,7865950,38500,5300,"3"
"13760","2015","PR","PV",8,1081,30,7865950,38500,51395,"3"
"14756","2015","RJ","DEM",21,933,46,12141145,35388.11,80000,"5"
"14510","2015","RJ","MDB",65,933,46,12141145,35388.11,84329.62,"1"
"14794","2015","RJ","PATRIOTA",5,933,46,12141145,35388.11,1794.27,"9"
"14967","2015","RJ","PCdoB",10,933,46,12141145,35388.11,2289.36,"7"
"14927","2015","RJ","PDT",20,933,46,12141145,35388.11,18662.94,"7"
"14397","2015","RJ","PL",34,933,46,12141145,35388.11,23443.08,"1"
"14641","2015","RJ","PODEMOS",9,933,46,12141145,35388.11,161135,"4"
"14430","2015","RJ","PP",38,933,46,12141145,35388.11,7435.04,"1"
"14609","2015","RJ","PROS",11,933,46,12141145,35388.11,1172,"5"
"14896","2015","RJ","PSB",34,933,46,12141145,35388.11,19204.39,"9"
"14831","2015","RJ","PSD",36,933,46,12141145,35388.11,913.9,"9"
"14403","2015","RJ","PSDB",54,933,46,12141145,35388.11,673.8,"2"
"14668","2015","RJ","PSL",1,933,46,12141145,35388.11,21933.33,"5"
"14897","2015","RJ","PSOL",5,933,46,12141145,35388.11,1018.24,"6"
"14698","2015","RJ","PT",68,933,46,12141145,35388.11,10060.6,"4"
"14446","2015","RJ","PTB",25,933,46,12141145,35388.11,40132.08,"2"
"14748","2015","RJ","REDE",NA,933,46,12141145,35388.11,1038.16,"2"
"14426","2015","RJ","REPUBLICANOS",21,933,46,12141145,35388.11,10187.73,"1"
"14925","2015","RJ","SOLIDARIEDADE",15,933,46,12141145,35388.11,24124.56,"4"
"15796","2015","RN","DEM",21,1775,8,2327451,42360.13,1509.6,"7"
"15849","2015","RN","MDB",65,1775,8,2327451,42360.13,972.51,"9"
"16089","2015","RN","PODEMOS",9,1775,8,2327451,42360.13,40824.35,"9"
"15834","2015","RN","PP",38,1775,8,2327451,42360.13,7500,"9"
"15694","2015","RN","PSB",34,1775,8,2327451,42360.13,120467.46,"3"
"16092","2015","RN","PSD",36,1775,8,2327451,42360.13,105000,"6"
"15835","2015","RN","PSDB",54,1775,8,2327451,42360.13,161313.84,"6"
"16522","2015","RO","DEM",21,1900,8,1127154,43300.63,38920,"5"
"16543","2015","RO","MDB",65,1900,8,1127154,43300.63,3610,"7"
"16361","2015","RO","PL",34,1900,8,1127154,43300.63,42125.87,"1"
"16409","2015","RO","PSD",36,1900,8,1127154,43300.63,17204.32,"2"
"16378","2015","RO","PSDB",54,1900,8,1127154,43300.63,94100.77,"3"
"16398","2015","RO","PTB",25,1900,8,1127154,43300.63,5595.9,"2"
"16355","2015","RO","REPUBLICANOS",21,1900,8,1127154,43300.63,47094.42,"1"
"16983","2015","RR","DEM",21,2496,8,299558,45240.67,29340.9,"3"
"17173","2015","RR","MDB",65,2496,8,299558,45240.67,2275.36,"10"
"17128","2015","RR","PL",34,2496,8,299558,45240.67,5500,"8"
"17004","2015","RR","PODEMOS",9,2496,8,299558,45240.67,1706.36,"3"
"17106","2015","RR","PP",38,2496,8,299558,45240.67,78700,"5"
"17019","2015","RR","PSDB",54,2496,8,299558,45240.67,179168.03,"3"
"17112","2015","RR","REPUBLICANOS",21,2496,8,299558,45240.67,40000,"7"
"18172","2015","RS","DEM",21,1619,31,8392033,40504.04,5941.18,"9"
"17433","2015","RS","MDB",65,1619,31,8392033,40504.04,40881.62,"4"
"17321","2015","RS","PDT",20,1619,31,8392033,40504.04,83735.8,"3"
"17265","2015","RS","PL",34,1619,31,8392033,40504.04,96610.22,"2"
"18020","2015","RS","PP",38,1619,31,8392033,40504.04,87492.53,"4"
"18059","2015","RS","PSB",34,1619,31,8392033,40504.04,8327.46,"8"
"18153","2015","RS","PSD",36,1619,31,8392033,40504.04,17329.38,"7"
"17409","2015","RS","PSDB",54,1619,31,8392033,40504.04,104846.9,"6"
"18074","2015","RS","PT",68,1619,31,8392033,40504.04,3194.58,"7"
"18200","2015","RS","PTB",25,1619,31,8392033,40504.04,88257.69,"8"
"18237","2015","RS","REDE",NA,1619,31,8392033,40504.04,20763,"10"
"17331","2015","RS","REPUBLICANOS",21,1619,31,8392033,40504.04,22267.7,"2"
"18541","2015","SC","CIDADANIA",10,1314,16,4859324,39505.92,85752.97,"5"
"18706","2015","SC","MDB",65,1314,16,4859324,39505.92,179766.65,"7"
"18567","2015","SC","PCdoB",10,1314,16,4859324,39505.92,896.45,"6"
"18650","2015","SC","PL",34,1314,16,4859324,39505.92,108067.13,"6"
"18629","2015","SC","PP",38,1314,16,4859324,39505.92,1410.2,"8"
"18752","2015","SC","PSB",34,1314,16,4859324,39505.92,2384.13,"8"
"18395","2015","SC","PSD",36,1314,16,4859324,39505.92,4347.47,"1"
"18561","2015","SC","PSDB",54,1314,16,4859324,39505.92,18334.5,"4"
"18444","2015","SC","PT",68,1314,16,4859324,39505.92,127450,"2"
"19295","2015","SE","MDB",65,1292,8,1454165,39767.4,73230.73,"1"
"19444","2015","SE","PL",34,1292,8,1454165,39767.4,110000,"5"
"19331","2015","SE","PP",38,1292,8,1454165,39767.4,117484.06,"2"
"19430","2015","SE","PSB",34,1292,8,1454165,39767.4,147953.25,"6"
