"","ano","mes","legislatura","uf","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"174673","2020","12","56","SC",38,1314,16,5070212,39505.92,1087.56,"41"
"184794","2020","12","56","SE",30,1292,8,1577058,39767.4,118.69,"29"
"190056","2020","12","56","SP",33,873,70,33040411,36671.67,8543.14,"62"
"187219","2020","12","56","SP",33,873,70,33040411,36671.67,63376.38,"42"
"192032","2020","12","56","SP",17,873,70,33040411,36671.67,3252.2,"107"
"201364","2020","12","56","TO",54,620,8,1039439,39131.75,4260.64,"7"
"3083","2021","1","56","AC",54,2246,8,547680,44260.6,5000,"39"
"5581","2021","1","56","AL",30,1485,9,2187967,40572.24,30000,"7"
"10119","2021","1","56","AM",30,1932,8,2428098,43198.26,6.7,"12"
"17266","2021","1","56","AP",38,1791,8,512110,43002.92,5292,"40"
"26482","2021","1","56","BA",4,1060,39,10393170,38638.99,641.95,"55"
"29481","2021","1","56","BA",54,1060,39,10393170,38638.99,68965,"120"
"32398","2021","1","56","CE",35,1687,22,6344483,42079.91,18734,"46"
"38706","2021","1","56","DF",30,0,8,2084356,30416.8,430,"3"
"42550","2021","1","56","ES",8,947,10,2754728,37052.05,1214.48,"14"
"48170","2021","1","56","GO",30,173,17,4454497,35135.2,7000,"13"
"61477","2021","1","56","MA",33,1524,18,4537237,41779.83,463.83,"33"
"56439","2021","1","56","MA",38,1524,18,4537237,41779.83,5956,"15"
"67634","2021","1","56","MG",29,624,53,15700966,35720.85,29039.36,"25"
"75379","2021","1","56","MG",38,624,53,15700966,35720.85,623.53,"117"
"67887","2021","1","56","MG",9,624,53,15700966,35720.85,11610.66,"29"
"83482","2021","1","56","MS",38,878,8,1877982,40170.98,584.69,"38"
"85753","2021","1","56","MT",54,873,8,2330281,39056.17,1814.11,"13"
"90941","2021","1","56","PA",29,1592,17,5499283,41855.59,5500,"19"
"100855","2021","1","56","PB",30,1716,12,2867649,41660.7,514.57,"2"
"103953","2021","1","56","PE",33,1657,25,6570072,41304.94,15036.44,"10"
"104929","2021","1","56","PE",1,1657,25,6570072,41304.94,435.66,"29"
"115878","2021","1","56","PI",38,1313,10,2370894,40599.91,25500,"18"
"122806","2021","1","56","PR",34,1081,30,7971087,38500,2278.7,"2"
"128495","2021","1","56","PR",30,1081,30,7971087,38500,152.4,"25"
"146558","2021","1","56","RJ",34,933,46,12408340,35388.11,329.3,"123"
"141100","2021","1","56","RJ",52,933,46,12408340,35388.11,2228.35,"18"
"149583","2021","1","56","RN",34,1775,8,2373619,42360.13,2492.58,"37"
"155643","2021","1","56","RO",17,1900,8,1175733,43300.63,6006.1,"33"
"158495","2021","1","56","RR",35,2496,8,333464,45240.67,13400,"29"
"161452","2021","1","56","RS",28,1619,31,8354732,40504.04,18886,"24"
"172201","2021","1","56","RS",54,1619,31,8354732,40504.04,14138.4,"113"
"173246","2021","1","56","SC",17,1314,16,5070212,39505.92,4545.24,"13"
"184467","2021","1","56","SE",33,1292,8,1577058,39767.4,3437.13,"21"
"186654","2021","1","56","SP",33,873,70,33040411,36671.67,319.9,"34"
"192695","2021","1","56","SP",34,873,70,33040411,36671.67,305.4,"113"
"201199","2021","1","56","TO",34,620,8,1039439,39131.75,1739.96,"3"
"628","2021","2","56","AC",52,2246,8,547680,44260.6,2258.92,"9"
"6583","2021","2","56","AL",54,1485,9,2187967,40572.24,190.09,"25"
"11245","2021","2","56","AM",52,1932,8,2428098,43198.26,1285.27,"34"
"16327","2021","2","56","AP",10,1791,8,512110,43002.92,3200,"28"
"29629","2021","2","56","BA",33,1060,39,10393170,38638.99,924.78,"117"
"28608","2021","2","56","BA",33,1060,39,10393170,38638.99,8000,"95"
"31710","2021","2","56","CE",28,1687,22,6344483,42079.91,3889.53,"30"
"39089","2021","2","56","DF",30,0,8,2084356,30416.8,12500,"7"
"46039","2021","2","56","ES",54,947,10,2754728,37052.05,966.32,"16"
"48194","2021","2","56","GO",8,173,17,4454497,35135.2,5995.58,"7"
"61620","2021","2","56","MA",13,1524,18,4537237,41779.83,1.04,"45"
"61606","2021","2","56","MA",34,1524,18,4537237,41779.83,1335.38,"44"
"73745","2021","2","56","MG",30,624,53,15700966,35720.85,19227,"76"
"73571","2021","2","56","MG",54,624,53,15700966,35720.85,29551.19,"75"
"72359","2021","2","56","MG",54,624,53,15700966,35720.85,6884.46,"53"
"79875","2021","2","56","MS",52,878,8,1877982,40170.98,2500,"5"
"85241","2021","2","56","MT",54,873,8,2330281,39056.17,52.9,"5"
"91463","2021","2","56","PA",30,1592,17,5499283,41855.59,2781.2,"27"
"101167","2021","2","56","PB",33,1716,12,2867649,41660.7,1500,"11"
"103847","2021","2","56","PE",33,1657,25,6570072,41304.94,739,"9"
"104850","2021","2","56","PE",1,1657,25,6570072,41304.94,342,"24"
"115256","2021","2","56","PI",30,1313,10,2370894,40599.91,11000,"5"
"129871","2021","2","56","PR",33,1081,30,7971087,38500,5970.97,"53"
"130431","2021","2","56","PR",38,1081,30,7971087,38500,76.26,"66"
"145914","2021","2","56","RJ",30,933,46,12408340,35388.11,28000,"116"
"144247","2021","2","56","RJ",32,933,46,12408340,35388.11,1469.06,"68"
"149672","2021","2","56","RN",38,1775,8,2373619,42360.13,9500,"41"
"155716","2021","2","56","RO",34,1900,8,1175733,43300.63,300.34,"38"
"158221","2021","2","56","RR",30,2496,8,333464,45240.67,2098.23,"30"
"171165","2021","2","56","RS",33,1619,31,8354732,40504.04,1066.42,"87"
"170746","2021","2","56","RS",28,1619,31,8354732,40504.04,224,"77"
"173597","2021","2","56","SC",17,1314,16,5070212,39505.92,300,"16"
"180259","2021","2","56","SC",35,1314,16,5070212,39505.92,225.95,"74"
"184465","2021","2","56","SE",38,1292,8,1577058,39767.4,1370.16,"28"
"185517","2021","2","56","SP",8,873,70,33040411,36671.67,683.52,"13"
"187035","2021","2","56","SP",17,873,70,33040411,36671.67,16650,"43"
"191260","2021","2","56","SP",38,873,70,33040411,36671.67,8143.47,"94"
"202406","2021","2","56","TO",33,620,8,1039439,39131.75,121.99,"31"
"2939","2021","3","56","AC",28,2246,8,547680,44260.6,1800,"37"
"6808","2021","3","56","AL",35,1485,9,2187967,40572.24,5000,"30"
"10623","2021","3","56","AM",52,1932,8,2428098,43198.26,4554.57,"20"
"16843","2021","3","56","AP",29,1791,8,512110,43002.92,4858.28,"32"
"17591","2021","3","56","BA",52,1060,39,10393170,38638.99,1133.47,"6"
"19027","2021","3","56","BA",38,1060,39,10393170,38638.99,7261.64,"33"
"30961","2021","3","56","CE",28,1687,22,6344483,42079.91,19555.83,"13"
"39497","2021","3","56","DF",33,0,8,2084356,30416.8,3187.33,"14"
"46184","2021","3","56","ES",8,947,10,2754728,37052.05,1768.7,"17"
"48944","2021","3","56","GO",30,173,17,4454497,35135.2,200,"28"
"55541","2021","3","56","MA",35,1524,18,4537237,41779.83,11176.79,"11"
"71571","2021","3","56","MG",54,624,53,15700966,35720.85,372.86,"42"
"77316","2021","3","56","MG",13,624,53,15700966,35720.85,281.08,"152"
"75640","2021","3","56","MG",8,624,53,15700966,35720.85,227.73,"121"
"81840","2021","3","56","MS",54,878,8,1877982,40170.98,3199.57,"4"
"85960","2021","3","56","MT",38,873,8,2330281,39056.17,11700,"11"
"90807","2021","3","56","PA",30,1592,17,5499283,41855.59,2650.26,"9"
"103216","2021","3","56","PB",30,1716,12,2867649,41660.7,691.27,"49"
"105910","2021","3","56","PE",17,1657,25,6570072,41304.94,727.4,"49"
"106005","2021","3","56","PE",13,1657,25,6570072,41304.94,859.44,"54"
"117930","2021","3","56","PI",54,1313,10,2370894,40599.91,8499.96,"22"
"131828","2021","3","56","PR",52,1081,30,7971087,38500,10000,"86"
"132568","2021","3","56","PR",33,1081,30,7971087,38500,128.8,"98"
"145255","2021","3","56","RJ",33,933,46,12408340,35388.11,27,"101"
"144620","2021","3","56","RJ",10,933,46,12408340,35388.11,4400.39,"91"
"149245","2021","3","56","RN",33,1775,8,2373619,42360.13,46197,"32"
"155956","2021","3","56","RO",34,1900,8,1175733,43300.63,309.79,"40"
"158054","2021","3","56","RR",1,2496,8,333464,45240.67,11000,"29"
"171044","2021","3","56","RS",10,1619,31,8354732,40504.04,634.49,"81"
"170610","2021","3","56","RS",30,1619,31,8354732,40504.04,19.9,"76"
"174915","2021","3","56","SC",33,1314,16,5070212,39505.92,291.6,"55"
"173447","2021","3","56","SC",35,1314,16,5070212,39505.92,14049,"23"
"183451","2021","3","56","SE",35,1292,8,1577058,39767.4,5546.51,"1"
"185426","2021","3","56","SP",52,873,70,33040411,36671.67,29559.89,"8"
"201030","2021","3","56","SP",17,873,70,33040411,36671.67,17582,"151"
"185071","2021","3","56","SP",8,873,70,33040411,36671.67,196.77,"2"
"203214","2021","3","56","TO",52,620,8,1039439,39131.75,3168.22,"40"
"1844","2021","4","56","AC",52,2246,8,547680,44260.6,5000,"22"
"5488","2021","4","56","AL",4,1485,9,2187967,40572.24,9000,"1"
"9615","2021","4","56","AM",13,1932,8,2428098,43198.26,158.72,"5"
"16835","2021","4","56","AP",10,1791,8,512110,43002.92,320.88,"32"
"28109","2021","4","56","BA",34,1060,39,10393170,38638.99,20000,"89"
"29349","2021","4","56","BA",52,1060,39,10393170,38638.99,317.32,"112"
"30415","2021","4","56","CE",54,1687,22,6344483,42079.91,4794.4,"11"
"38765","2021","4","56","DF",32,0,8,2084356,30416.8,4000,"3"
"46799","2021","4","56","ES",30,947,10,2754728,37052.05,1265.13,"24"
"48437","2021","4","56","GO",52,173,17,4454497,35135.2,9.9,"19"
"63668","2021","4","56","MA",33,1524,18,4537237,41779.83,20315.98,"70"
"74183","2021","4","56","MG",29,624,53,15700966,35720.85,18120.74,"95"
"73396","2021","4","56","MG",54,624,53,15700966,35720.85,58378.55,"84"
"74612","2021","4","56","MG",29,624,53,15700966,35720.85,22747.76,"105"
"82675","2021","4","56","MS",33,878,8,1877982,40170.98,16000,"21"
"86735","2021","4","56","MT",30,873,8,2330281,39056.17,5607,"28"
"93743","2021","4","56","PA",35,1592,17,5499283,41855.59,130.36,"69"
"102665","2021","4","56","PB",30,1716,12,2867649,41660.7,58450,"42"
"107465","2021","4","56","PE",1,1657,25,6570072,41304.94,327.95,"83"
"108285","2021","4","56","PE",32,1657,25,6570072,41304.94,2487.4,"102"
"116858","2021","4","56","PI",30,1313,10,2370894,40599.91,11000,"20"
"132979","2021","4","56","PR",4,1081,30,7971087,38500,2909.69,"111"
"131807","2021","4","56","PR",35,1081,30,7971087,38500,346,"88"
"141778","2021","4","56","RJ",28,933,46,12408340,35388.11,2668.95,"25"
"141629","2021","4","56","RJ",33,933,46,12408340,35388.11,84959.93,"20"
"148089","2021","4","56","RN",52,1775,8,2373619,42360.13,1135.13,"11"
"151476","2021","4","56","RO",32,1900,8,1175733,43300.63,15.6,"1"
"156554","2021","4","56","RR",13,2496,8,333464,45240.67,5000,"1"
"169604","2021","4","56","RS",28,1619,31,8354732,40504.04,931,"49"
"172565","2021","4","56","RS",34,1619,31,8354732,40504.04,6500,"118"
"172998","2021","4","56","SC",52,1314,16,5070212,39505.92,4160.34,"4"
"184788","2021","4","56","SE",38,1292,8,1577058,39767.4,1973.33,"28"
"193078","2021","4","56","SP",10,873,70,33040411,36671.67,10000,"124"
"187591","2021","4","56","SP",34,873,70,33040411,36671.67,2823.51,"54"
"190894","2021","4","56","SP",8,873,70,33040411,36671.67,18270,"79"
"203070","2021","4","56","TO",17,620,8,1039439,39131.75,1231,"39"
"2166","2021","5","56","AC",8,2246,8,547680,44260.6,568.19,"25"
"7411","2021","5","56","AL",4,1485,9,2187967,40572.24,9000,"39"
"10794","2021","5","56","AM",35,1932,8,2428098,43198.26,9500,"22"
"16405","2021","5","56","AP",38,1791,8,512110,43002.92,16677,"26"
"28061","2021","5","56","BA",8,1060,39,10393170,38638.99,1103.33,"83"
"27890","2021","5","56","BA",7,1060,39,10393170,38638.99,2340.21,"79"
"29968","2021","5","56","CE",33,1687,22,6344483,42079.91,14300,"2"
"39392","2021","5","56","DF",30,0,8,2084356,30416.8,237.19,"13"
"46490","2021","5","56","ES",10,947,10,2754728,37052.05,3290.62,"23"
"48426","2021","5","56","GO",33,173,17,4454497,35135.2,358.8,"14"
"50135","2021","5","56","GO",52,173,17,4454497,35135.2,365.53,"53"
"55579","2021","5","56","MA",35,1524,18,4537237,41779.83,8000,"7"
"62865","2021","5","56","MA",34,1524,18,4537237,41779.83,1397.69,"58"
"74699","2021","5","56","MG",8,624,53,15700966,35720.85,263.07,"96"
"71594","2021","5","56","MG",35,624,53,15700966,35720.85,1483.26,"38"
"67182","2021","5","56","MG",28,624,53,15700966,35720.85,13678.06,"9"
"82422","2021","5","56","MS",33,878,8,1877982,40170.98,573.4,"24"
"86944","2021","5","56","MT",38,873,8,2330281,39056.17,7000,"40"
"92114","2021","5","56","PA",34,1592,17,5499283,41855.59,2593.62,"36"
"92337","2021","5","56","PA",35,1592,17,5499283,41855.59,2472.96,"40"
"101409","2021","5","56","PB",8,1716,12,2867649,41660.7,27100,"8"
"104823","2021","5","56","PE",1,1657,25,6570072,41304.94,825,"27"
"107828","2021","5","56","PE",17,1657,25,6570072,41304.94,51300,"98"
"115417","2021","5","56","PI",35,1313,10,2370894,40599.91,27000,"2"
"129775","2021","5","56","PR",8,1081,30,7971087,38500,11656.98,"52"
"132204","2021","5","56","PR",52,1081,30,7971087,38500,472.11,"106"
"141958","2021","5","56","RJ",13,933,46,12408340,35388.11,1067.2,"37"
"141122","2021","5","56","RJ",38,933,46,12408340,35388.11,42432.94,"17"
"149746","2021","5","56","RN",32,1775,8,2373619,42360.13,9800,"47"
"151636","2021","5","56","RO",34,1900,8,1175733,43300.63,13950,"5"
"156992","2021","5","56","RR",1,2496,8,333464,45240.67,3567.05,"9"
"172366","2021","5","56","RS",8,1619,31,8354732,40504.04,4.17,"118"
"169655","2021","5","56","RS",29,1619,31,8354732,40504.04,2240.76,"62"
"174192","2021","5","56","SC",8,1314,16,5070212,39505.92,141.5,"33"
"174318","2021","5","56","SC",8,1314,16,5070212,39505.92,106.73,"38"
"183489","2021","5","56","SE",38,1292,8,1577058,39767.4,1945.1,"9"
"185735","2021","5","56","SP",33,873,70,33040411,36671.67,3213.76,"15"
"189973","2021","5","56","SP",38,873,70,33040411,36671.67,16400,"67"
"187552","2021","5","56","SP",52,873,70,33040411,36671.67,46178.51,"55"
"201238","2021","5","56","TO",8,620,8,1039439,39131.75,243.24,"5"
"733","2021","6","56","AC",34,2246,8,547680,44260.6,20000,"4"
"6696","2021","6","56","AL",35,1485,9,2187967,40572.24,219.24,"25"
"10133","2021","6","56","AM",35,1932,8,2428098,43198.26,717.84,"12"
"12948","2021","6","56","AP",29,1791,8,512110,43002.92,19000,"5"
"18208","2021","6","56","BA",32,1060,39,10393170,38638.99,6713.34,"17"
"27606","2021","6","56","BA",10,1060,39,10393170,38638.99,3356.27,"75"
"34989","2021","6","56","CE",54,1687,22,6344483,42079.91,8800,"56"
"39270","2021","6","56","DF",38,0,8,2084356,30416.8,1361.28,"7"
"42796","2021","6","56","ES",52,947,10,2754728,37052.05,6.83,"17"
"48141","2021","6","56","GO",32,173,17,4454497,35135.2,95.16,"5"
"50543","2021","6","56","GO",38,173,17,4454497,35135.2,183.31,"62"
"63554","2021","6","56","MA",54,1524,18,4537237,41779.83,8359,"75"
"62407","2021","6","56","MA",30,1524,18,4537237,41779.83,35666.98,"54"
"75250","2021","6","56","MG",8,624,53,15700966,35720.85,51.64,"115"
"73759","2021","6","56","MG",54,624,53,15700966,35720.85,37981.29,"90"
"76656","2021","6","56","MG",30,624,53,15700966,35720.85,3500,"156"
"79776","2021","6","56","MS",35,878,8,1877982,40170.98,2350,"2"
"86949","2021","6","56","MT",30,873,8,2330281,39056.17,34.9,"39"
"92538","2021","6","56","PA",10,1592,17,5499283,41855.59,3504.15,"40"
"101044","2021","6","56","PB",30,1716,12,2867649,41660.7,2817.17,"6"
"103985","2021","6","56","PE",7,1657,25,6570072,41304.94,14,"9"
"107100","2021","6","56","PE",13,1657,25,6570072,41304.94,11268.01,"84"
"115826","2021","6","56","PI",30,1313,10,2370894,40599.91,1360.6,"13"
"130355","2021","6","56","PR",8,1081,30,7971087,38500,19114,"73"
"132581","2021","6","56","PR",38,1081,30,7971087,38500,25020.45,"124"
"144959","2021","6","56","RJ",28,933,46,12408340,35388.11,18143.39,"98"
"145541","2021","6","56","RJ",10,933,46,12408340,35388.11,184.38,"112"
"148181","2021","6","56","RN",38,1775,8,2373619,42360.13,17900,"10"
"155520","2021","6","56","RO",38,1900,8,1175733,43300.63,6000,"38"
"156649","2021","6","56","RR",52,2496,8,333464,45240.67,2291.29,"8"
"168254","2021","6","56","RS",35,1619,31,8354732,40504.04,9151.64,"38"
"170822","2021","6","56","RS",8,1619,31,8354732,40504.04,1500,"84"
"174174","2021","6","56","SC",29,1314,16,5070212,39505.92,53.6,"29"
"174525","2021","6","56","SC",29,1314,16,5070212,39505.92,586.93,"38"
"184684","2021","6","56","SE",54,1292,8,1577058,39767.4,9000,"30"
"185914","2021","6","56","SP",13,873,70,33040411,36671.67,32797.93,"9"
"187058","2021","6","56","SP",52,873,70,33040411,36671.67,50765.95,"34"
"201707","2021","6","56","TO",54,620,8,1039439,39131.75,4021.85,"10"
"1983","2021","7","56","AC",54,2246,8,547680,44260.6,2.9,"20"
"6059","2021","7","56","AL",38,1485,9,2187967,40572.24,31500,"14"
"10460","2021","7","56","AM",35,1932,8,2428098,43198.26,2072.33,"16"
"13320","2021","7","56","AP",38,1791,8,512110,43002.92,189.42,"14"
"29849","2021","7","56","BA",17,1060,39,10393170,38638.99,383.5,"130"
"28946","2021","7","56","BA",4,1060,39,10393170,38638.99,4356.92,"105"
"30069","2021","7","56","CE",52,1687,22,6344483,42079.91,7360.82,"4"
"39822","2021","7","56","DF",30,0,8,2084356,30416.8,233.39,"24"
"46645","2021","7","56","ES",54,947,10,2754728,37052.05,138.84,"31"
"47925","2021","7","56","GO",33,173,17,4454497,35135.2,500,"7"
"49501","2021","7","56","GO",33,173,17,4454497,35135.2,20690,"42"
"61044","2021","7","56","MA",38,1524,18,4537237,41779.83,6000,"25"
"56521","2021","7","56","MA",32,1524,18,4537237,41779.83,1409.54,"12"
"71075","2021","7","56","MG",29,624,53,15700966,35720.85,114.24,"29"
"67538","2021","7","56","MG",52,624,53,15700966,35720.85,10220.24,"16"
"72759","2021","7","56","MG",9,624,53,15700966,35720.85,11993.08,"69"
"83258","2021","7","56","MS",54,878,8,1877982,40170.98,263.39,"38"
"85184","2021","7","56","MT",30,873,8,2330281,39056.17,694.02,"2"
"92481","2021","7","56","PA",34,1592,17,5499283,41855.59,2872.05,"49"
"93619","2021","7","56","PA",52,1592,17,5499283,41855.59,4770.06,"74"
"101530","2021","7","56","PB",33,1716,12,2867649,41660.7,360.4,"18"
"103631","2021","7","56","PE",32,1657,25,6570072,41304.94,12000,"3"
"105419","2021","7","56","PE",28,1657,25,6570072,41304.94,86.73,"51"
"115628","2021","7","56","PI",54,1313,10,2370894,40599.91,1880.69,"11"
"130390","2021","7","56","PR",8,1081,30,7971087,38500,963.03,"66"
"132948","2021","7","56","PR",38,1081,30,7971087,38500,859.02,"128"
"144442","2021","7","56","RJ",38,933,46,12408340,35388.11,15289.37,"81"
"146031","2021","7","56","RJ",10,933,46,12408340,35388.11,1504.71,"112"
"148346","2021","7","56","RN",52,1775,8,2373619,42360.13,8500,"14"
"155978","2021","7","56","RO",33,1900,8,1175733,43300.63,7402.35,"45"
"156441","2021","7","56","RR",33,2496,8,333464,45240.67,40403.59,"3"
"169719","2021","7","56","RS",28,1619,31,8354732,40504.04,11506.67,"58"
"161035","2021","7","56","RS",17,1619,31,8354732,40504.04,133.35,"9"
"174973","2021","7","56","SC",29,1314,16,5070212,39505.92,523,"45"
"173584","2021","7","56","SC",33,1314,16,5070212,39505.92,372.92,"15"
"184650","2021","7","56","SE",33,1292,8,1577058,39767.4,15896.75,"27"
"200935","2021","7","56","SP",34,873,70,33040411,36671.67,305.4,"150"
"191947","2021","7","56","SP",30,873,70,33040411,36671.67,26518.49,"93"
"187432","2021","7","56","SP",30,873,70,33040411,36671.67,6739.63,"50"
"202380","2021","7","56","TO",54,620,8,1039439,39131.75,1665,"31"
"2492","2021","8","56","AC",52,2246,8,547680,44260.6,696.88,"32"
"6655","2021","8","56","AL",4,1485,9,2187967,40572.24,135.13,"22"
"10989","2021","8","56","AM",13,1932,8,2428098,43198.26,7717.52,"36"
"13413","2021","8","56","AP",33,1791,8,512110,43002.92,11745.6,"12"
"18205","2021","8","56","BA",38,1060,39,10393170,38638.99,10579.71,"20"
"27915","2021","8","56","BA",33,1060,39,10393170,38638.99,8000,"88"
"35086","2021","8","56","CE",32,1687,22,6344483,42079.91,14500,"58"
"39934","2021","8","56","DF",54,0,8,2084356,30416.8,361.13,"23"
"47221","2021","8","56","ES",32,947,10,2754728,37052.05,421.38,"39"
"50317","2021","8","56","GO",33,173,17,4454497,35135.2,38200,"57"
"48133","2021","8","56","GO",54,173,17,4454497,35135.2,5697.5,"9"
"62279","2021","8","56","MA",35,1524,18,4537237,41779.83,932.9,"48"
"56331","2021","8","56","MA",30,1524,18,4537237,41779.83,19570.72,"6"
"73059","2021","8","56","MG",29,624,53,15700966,35720.85,23415.49,"73"
"67436","2021","8","56","MG",29,624,53,15700966,35720.85,4026.9,"17"
"72184","2021","8","56","MG",4,624,53,15700966,35720.85,2088.37,"59"
"82981","2021","8","56","MS",52,878,8,1877982,40170.98,2500,"34"
"85823","2021","8","56","MT",54,873,8,2330281,39056.17,5862.32,"19"
"91651","2021","8","56","PA",29,1592,17,5499283,41855.59,5500,"35"
"92467","2021","8","56","PA",10,1592,17,5499283,41855.59,5000,"50"
"103201","2021","8","56","PB",52,1716,12,2867649,41660.7,285.93,"49"
"105016","2021","8","56","PE",35,1657,25,6570072,41304.94,635.14,"32"
"103876","2021","8","56","PE",1,1657,25,6570072,41304.94,10074.19,"7"
"117861","2021","8","56","PI",30,1313,10,2370894,40599.91,9.66,"28"
"132337","2021","8","56","PR",28,1081,30,7971087,38500,601.54,"114"
"132439","2021","8","56","PR",30,1081,30,7971087,38500,12172.26,"119"
"145987","2021","8","56","RJ",10,933,46,12408340,35388.11,471.07,"119"
"144612","2021","8","56","RJ",32,933,46,12408340,35388.11,2564.05,"85"
"147996","2021","8","56","RN",38,1775,8,2373619,42360.13,5980.21,"5"
"155635","2021","8","56","RO",38,1900,8,1175733,43300.63,3964.04,"39"
"157184","2021","8","56","RR",29,2496,8,333464,45240.67,20000,"16"
"171150","2021","8","56","RS",54,1619,31,8354732,40504.04,11850,"94"
"171009","2021","8","56","RS",38,1619,31,8354732,40504.04,113.45,"88"
"175530","2021","8","56","SC",54,1314,16,5070212,39505.92,1071.44,"57"
"180175","2021","8","56","SC",38,1314,16,5070212,39505.92,6000,"79"
"183522","2021","8","56","SE",38,1292,8,1577058,39767.4,297.02,"7"
"191398","2021","8","56","SP",10,873,70,33040411,36671.67,6107.65,"80"
"186545","2021","8","56","SP",32,873,70,33040411,36671.67,1133.53,"31"
"190413","2021","8","56","SP",34,873,70,33040411,36671.67,99.9,"60"
"202780","2021","8","56","TO",17,620,8,1039439,39131.75,4000,"44"
"2721","2021","9","56","AC",52,2246,8,547680,44260.6,5500,"37"
"6683","2021","9","56","AL",4,1485,9,2187967,40572.24,5697.7,"31"
"10281","2021","9","56","AM",54,1932,8,2428098,43198.26,8825.85,"17"
"13457","2021","9","56","AP",8,1791,8,512110,43002.92,1170.68,"20"
"27872","2021","9","56","BA",29,1060,39,10393170,38638.99,7000,"82"
"26725","2021","9","56","BA",30,1060,39,10393170,38638.99,71620,"53"
"31008","2021","9","56","CE",38,1687,22,6344483,42079.91,16500,"19"
"39094","2021","9","56","DF",33,0,8,2084356,30416.8,8252.07,"15"
"42784","2021","9","56","ES",10,947,10,2754728,37052.05,8150,"12"
"48495","2021","9","56","GO",52,173,17,4454497,35135.2,8500,"19"
"48709","2021","9","56","GO",38,173,17,4454497,35135.2,4900,"25"
"63619","2021","9","56","MA",35,1524,18,4537237,41779.83,3600,"75"
"63022","2021","9","56","MA",32,1524,18,4537237,41779.83,1082.27,"65"
"76126","2021","9","56","MG",17,624,53,15700966,35720.85,3838.65,"125"
"73373","2021","9","56","MG",4,624,53,15700966,35720.85,259.7,"76"
"74470","2021","9","56","MG",28,624,53,15700966,35720.85,628.94,"95"
"82558","2021","9","56","MS",35,878,8,1877982,40170.98,2350,"21"
"86158","2021","9","56","MT",54,873,8,2330281,39056.17,459,"23"
"92229","2021","9","56","PA",34,1592,17,5499283,41855.59,1339.61,"51"
"90322","2021","9","56","PA",52,1592,17,5499283,41855.59,3398.19,"2"
"102943","2021","9","56","PB",38,1716,12,2867649,41660.7,944.28,"44"
"103784","2021","9","56","PE",10,1657,25,6570072,41304.94,8784.21,"4"
"108598","2021","9","56","PE",33,1657,25,6570072,41304.94,1669.93,"106"
"115763","2021","9","56","PI",30,1313,10,2370894,40599.91,10.73,"13"
"130293","2021","9","56","PR",35,1081,30,7971087,38500,37706.15,"65"
"131799","2021","9","56","PR",54,1081,30,7971087,38500,17190.42,"101"
"146337","2021","9","56","RJ",38,933,46,12408340,35388.11,13500,"118"
"141757","2021","9","56","RJ",54,933,46,12408340,35388.11,9187.18,"14"
"149344","2021","9","56","RN",38,1775,8,2373619,42360.13,3242.63,"33"
"155270","2021","9","56","RO",17,1900,8,1175733,43300.63,3900,"33"
"158568","2021","9","56","RR",35,2496,8,333464,45240.67,12018.02,"41"
"171121","2021","9","56","RS",33,1619,31,8354732,40504.04,17892.06,"89"
"160940","2021","9","56","RS",33,1619,31,8354732,40504.04,4080.36,"5"
"174572","2021","9","56","SC",35,1314,16,5070212,39505.92,982.44,"37"
"175229","2021","9","56","SC",35,1314,16,5070212,39505.92,44.5,"51"
"184524","2021","9","56","SE",35,1292,8,1577058,39767.4,10000,"27"
"192639","2021","9","56","SP",10,873,70,33040411,36671.67,3200.15,"119"
"201010","2021","9","56","SP",33,873,70,33040411,36671.67,35814.51,"147"
"202469","2021","9","56","TO",54,620,8,1039439,39131.75,1207.34,"34"
"3063","2021","10","56","AC",10,2246,8,547680,44260.6,63.75,"41"
"6829","2021","10","56","AL",35,1485,9,2187967,40572.24,9949.05,"31"
"9949","2021","10","56","AM",33,1932,8,2428098,43198.26,1259.86,"14"
"13561","2021","10","56","AP",10,1791,8,512110,43002.92,5600,"27"
"27433","2021","10","56","BA",29,1060,39,10393170,38638.99,10000,"75"
"19605","2021","10","56","BA",28,1060,39,10393170,38638.99,4950,"47"
"30160","2021","10","56","CE",54,1687,22,6344483,42079.91,632.36,"5"
"39183","2021","10","56","DF",54,0,8,2084356,30416.8,362.41,"15"
"42554","2021","10","56","ES",54,947,10,2754728,37052.05,3750,"12"
"49893","2021","10","56","GO",54,173,17,4454497,35135.2,6200,"47"
"49790","2021","10","56","GO",38,173,17,4454497,35135.2,8097.82,"44"
"55380","2021","10","56","MA",34,1524,18,4537237,41779.83,7000,"1"
"55511","2021","10","56","MA",38,1524,18,4537237,41779.83,701.31,"3"
"76625","2021","10","56","MG",30,624,53,15700966,35720.85,16865.99,"151"
"75120","2021","10","56","MG",35,624,53,15700966,35720.85,23870.85,"118"
"67705","2021","10","56","MG",8,624,53,15700966,35720.85,632.5,"27"
"82060","2021","10","56","MS",38,878,8,1877982,40170.98,168.03,"14"
"87082","2021","10","56","MT",30,873,8,2330281,39056.17,10684.6,"44"
"91645","2021","10","56","PA",30,1592,17,5499283,41855.59,1500,"38"
"90730","2021","10","56","PA",35,1592,17,5499283,41855.59,130.83,"18"
"103344","2021","10","56","PB",29,1716,12,2867649,41660.7,11500,"54"
