"","ano","distancia","eleitores","valor","orig.id"
"7571","2015",1524,4497336,179159.24,"941"
"8454","2015",1524,4497336,17054.58,"1018"
"1455","2015",1932,2226891,74938.2,"177"
"24698","2015",873,31998432,29833.46,"3015"
"12956","2015",1716,2835882,80000,"1545"
"1257","2015",1932,2226891,1443.63,"145"
"14341","2015",1657,6356307,3041.62,"1668"
"19426","2015",1775,2327451,179.47,"2347"
"44","2015",2246,506724,1099.5,"10"
"4636","2015",1687,6271554,3973.05,"592"
"26616","2015",620,996887,17317.85,"3154"
"6367","2015",947,2653536,31536.47,"783"
"610","2015",2246,506724,11800,"63"
"1270","2015",1932,2226891,81556.26,"146"
"5809","2015",947,2653536,47479.9,"724"
"21231","2015",1619,8392033,83598.63,"2570"
"20292","2015",1900,1127154,9848.88,"2429"
"8766","2015",624,15248681,3558.41,"1084"
"26684","2015",620,996887,1392.09,"3172"
"4697","2015",1687,6271554,412.82,"609"
"10099","2015",624,15248681,482174.58,"1139"
"3786","2015",1060,10185417,649661.75,"461"
"14727","2015",1657,6356307,98736.15,"1750"
"12884","2015",1592,5188450,3050,"1538"
"20972","2015",2496,299558,4049.29,"2510"
"6765","2015",173,4331733,999.6,"810"
"4197","2015",1687,6271554,92449.28,"492"
"17852","2015",933,12141145,58100,"2167"
"21063","2015",2496,299558,183,"2538"
"5621","2015",0,1897677,14774.47,"705"
"22259","2015",1619,8392033,180260.47,"2639"
"14425","2015",1657,6356307,115863.76,"1685"
"18153","2015",933,12141145,10603.25,"2238"
"1993","2015",1791,455514,49484.96,"245"
"12425","2015",1592,5188450,11535.68,"1435"
"14990","2015",1657,6356307,6427.57,"1801"
"17574","2015",1081,7865950,37044.16,"2114"
"17504","2015",1081,7865950,873.27,"2095"
"18286","2015",933,12141145,9522.54,"2265"
"11029","2015",878,1818937,7530.16,"1317"
"10011","2015",624,15248681,17870,"1118"
"19833","2015",1775,2327451,105000,"2386"
"24416","2015",873,31998432,327817.81,"2948"
"12726","2015",1592,5188450,28074.83,"1504"
"20463","2015",1900,1127154,2072.91,"2473"
"5863","2015",947,2653536,1752.82,"738"
"8833","2015",624,15248681,17479.93,"1095"
"869","2015",1485,1995727,110000,"69"
"22534","2015",1619,8392033,932933.77,"2693"
"1982","2015",1791,455514,235278.83,"240"
"20942","2015",2496,299558,342652.06,"2504"
"14360","2015",1657,6356307,189039.1,"1674"
"16945","2015",1081,7865950,17230.3,"1966"
"17429","2015",1081,7865950,332387.23,"2080"
"4310","2015",1687,6271554,1759.28,"515"
"18021","2015",933,12141145,2209,"2209"
"13661","2015",1716,2835882,34615.2,"1622"
"19865","2015",1775,2327451,7325.9,"2391"
"24280","2015",873,31998432,99668.53,"2914"
"12975","2015",1716,2835882,89.2,"1550"
"23064","2015",1314,4859324,60738,"2804"
"4488","2015",1687,6271554,3135.99,"555"
"13581","2015",1716,2835882,66036.02,"1603"
"3276","2015",1060,10185417,61393.21,"369"
"1348","2015",1932,2226891,133815.92,"163"
"22229","2015",1619,8392033,51642.08,"2632"
"6844","2015",173,4331733,165.66,"836"
"13067","2015",1716,2835882,12330,"1568"
"20263","2015",1900,1127154,4452,"2425"
"7621","2015",1524,4497336,84105.2,"950"
"9962","2015",624,15248681,12806.91,"1115"
"8558","2015",1524,4497336,16289.2,"1044"
"23670","2015",1292,1454165,628.2,"2828"
"15907","2015",1313,2345694,37173.75,"1905"
"2066","2015",1791,455514,18850,"266"
"6265","2015",947,2653536,45748.96,"760"
"15083","2015",1657,6356307,154635,"1818"
"20336","2015",1900,1127154,8127.42,"2437"
"8488","2015",1524,4497336,31041.16,"1023"
"21061","2015",2496,299558,5500,"2537"
"3771","2015",1060,10185417,18592.21,"455"
"21382","2015",1619,8392033,1390.65,"2599"
"10292","2015",624,15248681,39135.56,"1171"
"21150","2015",2496,299558,15000,"2554"
"22524","2015",1619,8392033,4266,"2690"
"1803","2015",1932,2226891,9707.52,"202"
"24571","2015",873,31998432,31663.82,"2984"
"11024","2015",878,1818937,95351.56,"1316"
"21211","2015",1619,8392033,20100,"2566"
"8518","2015",1524,4497336,45693.45,"1032"
"25277","2015",873,31998432,278214.2,"3082"
"4781","2015",1687,6271554,233079.28,"631"
"10125","2015",624,15248681,270978.29,"1145"
"4206","2015",1687,6271554,53024.91,"495"
"13109","2015",1716,2835882,16425.46,"1579"
"12323","2015",1592,5188450,8405.96,"1411"
"4265","2015",1687,6271554,169460.15,"504"
"24307","2015",873,31998432,376171.41,"2922"
"2927","2015",1060,10185417,83375.9,"285"
"22317","2015",1619,8392033,10823.87,"2653"
"23934","2015",1292,1454165,95000,"2883"
"13714","2015",1716,2835882,3059.16,"1630"
"26682","2015",620,996887,2696.5,"3171"
"6749","2015",173,4331733,98247.68,"806"
"22272","2015",1619,8392033,60338.21,"2645"
"22958","2015",1314,4859324,217473.14,"2773"
"10987","2015",878,1818937,93200,"1304"
"17963","2015",933,12141145,905478.06,"2191"
"5867","2015",947,2653536,3436.77,"740"
"21186","2015",1619,8392033,14110.7,"2560"
"17604","2015",1081,7865950,8165.48,"2120"
"3730","2015",1060,10185417,6184.05,"443"
"7598","2015",1524,4497336,108097.04,"946"
"24256","2015",873,31998432,207872.75,"2909"
"16109","2015",1081,7865950,183987.83,"1943"
"26271","2015",620,996887,186000,"3144"
"19392","2015",1775,2327451,333.8,"2343"
"12294","2015",1592,5188450,68932.72,"1406"
"6285","2015",947,2653536,8015.42,"765"
"6856","2015",173,4331733,114271.1,"838"
"11007","2015",878,1818937,97814.51,"1312"
"3189","2015",1060,10185417,37400,"344"
"6421","2015",947,2653536,79502.75,"791"
"4113","2015",1687,6271554,296,"477"
"24322","2015",873,31998432,19201.52,"2928"
"22232","2015",1619,8392033,3481.96,"2633"
"22414","2015",1619,8392033,210952.26,"2670"
"16099","2015",1081,7865950,104000,"1942"
"1829","2015",1791,455514,93363.6,"206"
"1112","2015",1485,1995727,22198.57,"124"
"4694","2015",1687,6271554,2791.8,"608"
"3732","2015",1060,10185417,259560.14,"445"
"24495","2015",873,31998432,102070.02,"2965"
"4464","2015",1687,6271554,599,"550"
"14711","2015",1657,6356307,580,"1748"
"24253","2015",873,31998432,10496.36,"2907"
"10564","2015",624,15248681,394.14,"1244"
"8363","2015",1524,4497336,60811.58,"996"
"14274","2015",1657,6356307,10871.34,"1656"
"19383","2015",1775,2327451,100.01,"2342"
"23967","2015",1292,1454165,49126.41,"2893"
"14472","2015",1657,6356307,31250,"1697"
"22945","2015",1314,4859324,43386.77,"2770"
"11378","2015",873,2189703,5425.17,"1348"
"7227","2015",173,4331733,24363.93,"916"
"17549","2015",1081,7865950,23864.94,"2105"
"10341","2015",624,15248681,23913.93,"1181"
"22196","2015",1619,8392033,127292.25,"2624"
"5781","2015",947,2653536,4364.77,"719"
"5585","2015",0,1897677,12872.52,"694"
"3563","2015",1060,10185417,166924.49,"406"
"18420","2015",933,12141145,1280.57,"2302"
"22262","2015",1619,8392033,32870.8,"2640"
"3586","2015",1060,10185417,1638.34,"411"
"4077","2015",1687,6271554,52925.68,"471"
"21443","2015",1619,8392033,40881.62,"2612"
"22873","2015",1314,4859324,614555.35,"2752"
"19890","2015",1775,2327451,1000,"2395"
"18164","2015",933,12141145,80000,"2242"
"5540","2015",0,1897677,72500,"679"
"17028","2015",1081,7865950,38439.61,"1980"
"15532","2015",1313,2345694,55000,"1877"
"981","2015",1485,1995727,1119.5,"95"
"21310","2015",1619,8392033,2887.03,"2582"
"11000","2015",878,1818937,107360.48,"1310"
"14437","2015",1657,6356307,88818.84,"1688"
"15399","2015",1313,2345694,11490.37,"1846"
"4177","2015",1687,6271554,40272.65,"485"
"3147","2015",1060,10185417,154976.49,"331"
"19486","2015",1775,2327451,94652.9,"2368"
"4627","2015",1687,6271554,36685.5,"590"
"17560","2015",1081,7865950,37832.11,"2108"
"19397","2015",1775,2327451,3057.37,"2344"
"4311","2015",1687,6271554,33000,"516"
"20226","2015",1900,1127154,973.49,"2415"
"17742","2015",933,12141145,88480.13,"2147"
"11382","2015",873,2189703,33,"1350"
"1396","2015",1932,2226891,60400,"171"
"21160","2015",1619,8392033,28001.1,"2556"
"16070","2015",1081,7865950,22435.41,"1940"
"4386","2015",1687,6271554,39790,"529"
"16902","2015",1081,7865950,14365.62,"1960"
"25265","2015",873,31998432,150,"3080"
"10805","2015",878,1818937,19571,"1260"
"16118","2015",1081,7865950,1776.46,"1946"
"10578","2015",624,15248681,3681.12,"1249"
"18506","2015",933,12141145,92552.61,"2316"
"4283","2015",1687,6271554,5689.22,"507"
"3258","2015",1060,10185417,51940.98,"363"
"10184","2015",624,15248681,2800,"1155"
"5816","2015",947,2653536,80750,"725"
"14680","2015",1657,6356307,8990.96,"1742"
"4329","2015",1687,6271554,706.54,"521"
"4191","2015",1687,6271554,78500,"489"
"7686","2015",1524,4497336,5601.51,"965"
"12790","2015",1592,5188450,30,"1517"
"1751","2015",1932,2226891,22199.42,"186"
"24738","2015",873,31998432,216997.78,"3025"
"24511","2015",873,31998432,28792.4,"2967"
"17004","2015",1081,7865950,14895.23,"1977"
"7058","2015",173,4331733,24461.83,"880"
"26188","2015",620,996887,24152.72,"3123"
"23937","2015",1292,1454165,538.49,"2884"
"10875","2015",878,1818937,17316.38,"1276"
"16052","2015",1081,7865950,646.37,"1937"
"15609","2015",1313,2345694,99000,"1891"
"4820","2015",1687,6271554,903.23,"639"
"864","2015",1485,1995727,810.5,"67"
"23623","2015",1292,1454165,731.14,"2822"
"20984","2015",2496,299558,234.72,"2512"
"14342","2015",1657,6356307,15966.03,"1669"
"23939","2015",1292,1454165,96440.4,"2885"
"23090","2015",1314,4859324,4123.42,"2813"
"6816","2015",173,4331733,30000,"826"
"14463","2015",1657,6356307,1025.12,"1694"
"15040","2015",1657,6356307,4247.92,"1809"
"12816","2015",1592,5188450,5680.05,"1527"
"22698","2015",1314,4859324,74523.18,"2715"
"17420","2015",1081,7865950,25225.06,"2077"
"14847","2015",1657,6356307,88000,"1777"
"337","2015",2246,506724,49738.66,"51"
"23693","2015",1292,1454165,1580.1,"2832"
"24807","2015",873,31998432,131381.5,"3043"
"16131","2015",1081,7865950,42700,"1949"
"4552","2015",1687,6271554,5116.7,"571"
"179","2015",2246,506724,15227.79,"39"
"8542","2015",1524,4497336,241.32,"1040"
"4262","2015",1687,6271554,3910.34,"503"
"15607","2015",1313,2345694,3918.03,"1890"
"11447","2015",873,2189703,13363.21,"1362"
"1088","2015",1485,1995727,165800,"119"
"5635","2015",0,1897677,69.36,"707"
"13773","2015",1716,2835882,23484.38,"1649"
"7142","2015",173,4331733,11736.45,"897"
"8835","2015",624,15248681,114263.86,"1097"
"13218","2015",1716,2835882,6680.15,"1598"
"17328","2015",1081,7865950,160831.5,"2050"
"21447","2015",1619,8392033,7523.17,"2613"
"10865","2015",878,1818937,17338.32,"1274"
"10401","2015",624,15248681,48391.21,"1201"
"2008","2015",1791,455514,113,"251"
"17207","2015",1081,7865950,516634.96,"2019"
"2059","2015",1791,455514,99072.8,"262"
"10026","2015",624,15248681,10,"1119"
"8391","2015",1524,4497336,55000,"1002"
"18477","2015",933,12141145,969.36,"2312"
"26675","2015",620,996887,170,"3168"
"26213","2015",620,996887,151832.09,"3129"
"1016","2015",1485,1995727,54462.98,"102"
"17658","2015",933,12141145,125.02,"2132"
"4808","2015",1687,6271554,124547.45,"637"
"2062","2015",1791,455514,92216,"265"
"17158","2015",1081,7865950,208860.33,"2003"
"5526","2015",0,1897677,152400,"674"
"612","2015",2246,506724,46.82,"64"
"21214","2015",1619,8392033,89729.5,"2567"
"16856","2015",1081,7865950,19598.64,"1953"
"20201","2015",1900,1127154,5595.9,"2408"
"13719","2015",1716,2835882,33623.59,"1633"
"24422","2015",873,31998432,490190.06,"2949"
"22751","2015",1314,4859324,292.1,"2728"
"18242","2015",933,12141145,343.06,"2256"
"1039","2015",1485,1995727,5846.87,"108"
"20847","2015",2496,299558,9500,"2481"
"19440","2015",1775,2327451,845.92,"2351"
"13742","2015",1716,2835882,10346.97,"1639"
"3726","2015",1060,10185417,12886.15,"440"
"1445","2015",1932,2226891,53415.56,"175"
"1855","2015",1791,455514,2122.35,"217"
"18262","2015",933,12141145,21442.71,"2258"
"21228","2015",1619,8392033,96610.22,"2569"
"4448","2015",1687,6271554,1937.82,"546"
"25456","2015",873,31998432,51930.06,"3106"
"3536","2015",1060,10185417,3470,"400"
"6921","2015",173,4331733,7604.2,"851"
"16947","2015",1081,7865950,10015.21,"1967"
"17140","2015",1081,7865950,365.55,"1998"
"10319","2015",624,15248681,270094.62,"1175"
"1973","2015",1791,455514,4647.57,"238"
"15611","2015",1313,2345694,154318.29,"1892"
"13607","2015",1716,2835882,19604.95,"1610"
"11370","2015",873,2189703,5516.72,"1346"
"21108","2015",2496,299558,65945.6,"2548"
"22798","2015",1314,4859324,1398,"2738"
"17941","2015",933,12141145,1281.37,"2186"
"12689","2015",1592,5188450,9668.14,"1497"
"7066","2015",173,4331733,41414.95,"884"
"15389","2015",1313,2345694,5000,"1844"
"17255","2015",1081,7865950,130592.27,"2035"
"17527","2015",1081,7865950,39400,"2099"
"14612","2015",1657,6356307,107272.86,"1726"
"606","2015",2246,506724,6319.19,"62"
"13639","2015",1716,2835882,1892.68,"1616"
"17200","2015",1081,7865950,46919,"2017"
"17999","2015",933,12141145,1023.54,"2203"
"8585","2015",1524,4497336,112000,"1049"
"11437","2015",873,2189703,71503.1,"1360"
"15989","2015",1313,2345694,180934.69,"1924"
"17433","2015",1081,7865950,162.2,"2082"
"22199","2015",1619,8392033,21423.11,"2625"
"22527","2015",1619,8392033,1576.36,"2691"
"14813","2015",1657,6356307,70006.6,"1765"
"11171","2015",873,2189703,12875.8,"1324"
"3370","2015",1060,10185417,476.89,"383"
"26628","2015",620,996887,56509.83,"3159"
"21043","2015",2496,299558,54838.42,"2530"
"17890","2015",933,12141145,1891.74,"2174"
"11466","2015",873,2189703,4634.82,"1366"
"11202","2015",873,2189703,19360,"1332"
"13033","2015",1716,2835882,26511.15,"1561"
"12467","2015",1592,5188450,32.97,"1446"
"2107","2015",1791,455514,1272,"273"
"14804","2015",1657,6356307,27401.44,"1761"
"3273","2015",1060,10185417,1102.68,"368"
"3069","2015",1060,10185417,172933.99,"315"
"4806","2015",1687,6271554,8351.03,"635"
"19379","2015",1775,2327451,1404,"2340"
"18478","2015",933,12141145,15511.16,"2313"
"18311","2015",933,12141145,895.12,"2273"
"5243","2015",0,1897677,18226.72,"646"
"24655","2015",873,31998432,28072.46,"3003"
"10382","2015",624,15248681,13791.68,"1195"
"19313","2015",1775,2327451,16499.7,"2324"
"1783","2015",1932,2226891,24004.57,"194"
"7592","2015",1524,4497336,37501.68,"945"
"10034","2015",624,15248681,57243.26,"1123"
"15566","2015",1313,2345694,673,"1886"
"13628","2015",1716,2835882,2185.78,"1614"
"8431","2015",1524,4497336,16936.98,"1014"
"14880","2015",1657,6356307,107516.45,"1785"
"2006","2015",1791,455514,13439.52,"250"
"10091","2015",624,15248681,57.75,"1137"
"17248","2015",1081,7865950,129312.26,"2033"
"1965","2015",1791,455514,24263.43,"236"
"24726","2015",873,31998432,45000,"3023"
"4204","2015",1687,6271554,6614.61,"494"
"14695","2015",1657,6356307,83258.52,"1745"
"16993","2015",1081,7865950,757.68,"1975"
"5490","2015",0,1897677,248.5,"666"
"16884","2015",1081,7865950,2949,"1956"
"14522","2015",1657,6356307,47926.5,"1708"
"3037","2015",1060,10185417,17021.12,"309"
"8460","2015",1524,4497336,161650,"1020"
"15865","2015",1313,2345694,797.5,"1896"
"14867","2015",1657,6356307,240795.45,"1780"
"21359","2015",1619,8392033,44846.59,"2594"
"1460","2015",1932,2226891,64000,"178"
"17529","2015",1081,7865950,39600,"2101"
"9571","2015",624,15248681,12799.97,"1100"
"14620","2015",1657,6356307,214580.4,"1728"
"15071","2015",1657,6356307,151839.85,"1815"
"10119","2015",624,15248681,4366.3,"1143"
"25365","2015",873,31998432,14289.85,"3095"
"4807","2015",1687,6271554,2799.19,"636"
"10411","2015",624,15248681,33646.15,"1204"
"331","2015",2246,506724,36412.52,"49"
"12819","2015",1592,5188450,6947.28,"1528"
"7202","2015",173,4331733,1313.79,"908"
"4093","2015",1687,6271554,32596.39,"472"
"14450","2015",1657,6356307,20000,"1690"
"24407","2015",873,31998432,298121.58,"2945"
"14815","2015",1657,6356307,20823.67,"1766"
"6724","2015",173,4331733,116,"798"
"22513","2015",1619,8392033,2708.3,"2689"
"1015","2015",1485,1995727,25111.03,"101"
"26663","2015",620,996887,235810,"3166"
"21298","2015",1619,8392033,264763.6,"2579"
"8714","2015",624,15248681,1024,"1074"
"17501","2015",1081,7865950,269415,"2094"
"21042","2015",2496,299558,40000,"2529"
"20402","2015",1900,1127154,144951.06,"2459"
"12604","2015",1592,5188450,902.29,"1481"
"17219","2015",1081,7865950,117058.57,"2022"
"7501","2015",1524,4497336,264260.93,"927"
"46","2015",2246,506724,48845.71,"11"
"14961","2015",1657,6356307,20206.63,"1797"
"20469","2015",1900,1127154,51565.87,"2475"
"10853","2015",878,1818937,4398.47,"1271"
"22354","2015",1619,8392033,18800.54,"2660"
"17998","2015",933,12141145,696359.09,"2202"
"12937","2015",1716,2835882,232155,"1541"
"7024","2015",173,4331733,3934.27,"871"
"8412","2015",1524,4497336,374140,"1008"
"20319","2015",1900,1127154,5524.63,"2434"
"19324","2015",1775,2327451,5435.05,"2327"
"17171","2015",1081,7865950,20294.67,"2007"
"24790","2015",873,31998432,17411.52,"3038"
"10567","2015",624,15248681,491.1,"1245"
"4740","2015",1687,6271554,155751.89,"622"
"17334","2015",1081,7865950,126114.78,"2053"
"22650","2015",1314,4859324,4347.47,"2707"
"11398","2015",873,2189703,186,"1354"
"8751","2015",624,15248681,326514.95,"1083"
"15946","2015",1313,2345694,25914.86,"1916"
"2914","2015",1060,10185417,3122.8,"282"
"17190","2015",1081,7865950,97554.92,"2015"
"22791","2015",1314,4859324,12200,"2735"
"24530","2015",873,31998432,117600,"2973"
"5926","2015",947,2653536,123943.5,"757"
"4584","2015",1687,6271554,33950,"578"
"25424","2015",873,31998432,5913.67,"3102"
"12599","2015",1592,5188450,22018.73,"1479"
"3689","2015",1060,10185417,3187.99,"431"
"19359","2015",1775,2327451,9800,"2333"
"17123","2015",1081,7865950,6205.38,"1995"
"19859","2015",1775,2327451,30814.48,"2390"
"18516","2015",933,12141145,126806.59,"2320"
"10057","2015",624,15248681,30,"1128"
"4172","2015",1687,6271554,1901.05,"482"
"22982","2015",1314,4859324,1441.57,"2784"
"10085","2015",624,15248681,121768.68,"1135"
"10044","2015",624,15248681,27073.2,"1126"
"7553","2015",1524,4497336,125230.16,"936"
"21112","2015",2496,299558,2275.36,"2550"
"12762","2015",1592,5188450,11751.11,"1510"
"17241","2015",1081,7865950,1146.17,"2028"
"7134","2015",173,4331733,41901.46,"896"
"17550","2015",1081,7865950,14189.69,"2106"
"14697","2015",1657,6356307,149051.83,"1746"
"7744","2015",1524,4497336,7771.64,"976"
"10258","2015",624,15248681,168783.33,"1169"
"21001","2015",2496,299558,25600.28,"2517"
"8604","2015",1524,4497336,4639.93,"1055"
"20861","2015",2496,299558,36995.1,"2482"
"24769","2015",873,31998432,30151.48,"3032"
"6413","2015",947,2653536,92222,"788"
"24413","2015",873,31998432,7184.85,"2947"
"25297","2015",873,31998432,66498.71,"3085"
"12957","2015",1716,2835882,577.7,"1546"
"7618","2015",1524,4497336,50493.05,"948"
"14582","2015",1657,6356307,27246.54,"1719"
"8681","2015",624,15248681,164557.02,"1069"
"20353","2015",1900,1127154,27399.21,"2444"
"1795","2015",1932,2226891,161460.45,"199"
"8603","2015",1524,4497336,450.5,"1054"
"15369","2015",1313,2345694,2114.25,"1839"
"11178","2015",873,2189703,1604.21,"1325"
"26738","2015",620,996887,206.32,"3183"
"26278","2015",620,996887,2031.14,"3146"
"10416","2015",624,15248681,211786.88,"1206"
"14810","2015",1657,6356307,283935,"1762"
"18389","2015",933,12141145,53765.87,"2293"
"5925","2015",947,2653536,678,"756"
"23881","2015",1292,1454165,26684.13,"2870"
"998","2015",1485,1995727,88000,"97"
"1278","2015",1932,2226891,18560.65,"148"
"12782","2015",1592,5188450,212.45,"1516"
"5746","2015",947,2653536,41654.53,"712"
"24640","2015",873,31998432,135935,"2997"
"2067","2015",1791,455514,80700,"267"
"19342","2015",1775,2327451,36896.98,"2331"
"14948","2015",1657,6356307,109000,"1796"
"23694","2015",1292,1454165,266212.5,"2833"
"1212","2015",1485,1995727,96384.62,"143"
"3646","2015",1060,10185417,66889.85,"422"
"7041","2015",173,4331733,83417.1,"875"
"25509","2015",873,31998432,532,"3111"
"11762","2015",873,2189703,199.07,"1388"
"22448","2015",1619,8392033,381.17,"2676"
